row_number	paiddeposit	scholarship_yes_no	Type_of_scholarship_offered	Female	Race	HS_rank	HS_class_size	HS_Quintile	HS_CODE	HS_NAME	SAT_math	SAT_verbal	ACT	Honors_college_eligible	distancefromPitt	state	Number_of_family_alumni	father_alumni	grand_alumni	mother_alumni	sibling_alumni	step_parent_alumni	other_family_alumni	SAT_composite	ACT_as_SAT	Max_Test_Score	Training	from_PA
215	0	0		0.00	white				310283	EAST_BRUNSWICK_HIGH_SCH	610.0	550.0		no	292.0481601549650000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	0.00
220	1	1	U1	1.00	white	28.0	553	1/10	391290	MCDOWELL_HIGH_SCHOOL	550.0	560.0	27.0	no	113.0800516272930000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1110	1220	1220	1.00	1.00
225	1	0		1.00	white	18.0	244	1/10	392635	DELAWARE_VALLEY_HIGH_SC	610.0	580.0		no	272.0869765539370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
226	1	0		0.00	white	168.0	296	3/5	390105	LOWER_MERION_HIGH_SCHOO	530.0	480.0		no	250.2772396744440000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1010		1010	1.00	1.00
227	1	0		0.00	white	174.0	296	3/5	390105	LOWER_MERION_HIGH_SCHOO	620.0	510.0		no	248.9628406240130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
228	0	0		1.00	white	20.0	114	1/5	393140	PALMERTON_AREA_HIGH_SCH	580.0	570.0		no	224.5701086327090000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
229	0	0		0.00	white				210839	WINSTON_CHURCHILL_HIGH	560.0	470.0		no	176.1391106770530000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	0.00
233	1	0		0.00	white	57.0	211	2/5	395270	JAMES_M_COUGHLIN_HIGH_S	610.0	490.0		no	239.3671499638540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
236	0	0		0.00	white	56.0	252	2/5	395417	PITTSTON_AREA_SR_HIGH_S	540.0	580.0		no	226.0736131742800000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	1.00
237	0	0		0.00	black				332493	HALF_HOLLOW_HILLS_HS_EA	530.0	660.0	22.0	no	346.2607102316270000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1190	1030	1190	1.00	0.00
241	0	0		0.00	white	56.0	275	1/5	331128	WEST_SENECA_EAST_SR_HIG	650.0	640.0		no	176.7870498573400000	NY	1	0.00	0.00	0.00	1.00	0.00	0.00	1290		1290	1.00	0.00
244	0	1	U2	1.00	white	73.0	400	1/5	334270	OCEANSIDE_HIGH_SCHOOL	650.0	520.0		no	332.2423827260700000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1170		1170	1.00	0.00
245	0	0		1.00	white	4.0	75	1/10	390815	GEIBEL_CATHOLIC_HIGH_SC	530.0	550.0		no	42.2310275696641000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
248	0	0		0.00	white	152.0	296	3/5	390105	LOWER_MERION_HIGH_SCHOO	600.0	480.0		no	248.9628406240130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
250	1	1	U2	1.00	white	7.0	227	1/10	391822	HONESDALE_HIGH_SCHOOL	620.0	640.0		yes	257.6239747998840000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	1.00	1.00
251	1	1	U2	1.00	Asian	20.0	200	1/10	394133	RADNOR_HIGH_SCHOOL	620.0	670.0		yes	245.9193909284000000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1290		1290	1.00	1.00
252	0	0		1.00	white	26.0	501	1/10	393275	CENTRAL_HIGH_SCHOOL	530.0	630.0		no	254.0206332835190000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
255	0	0		1.00	black				210597	ELEANOR_ROOSEVELT_HIGH	490.0	490.0		no	193.9635798316490000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	980		980	1.00	0.00
259	1	1	U4	0.00	white				210909	THOMAS_SPRIGG_WOOTTON_H	670.0	560.0		yes	171.2070719188400000	MD	1	1.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	0.00
260	0	0		1.00	white	115.0	611	1/5	390500	BUTLER_AREA_SR_HIGH_SCH	560.0	580.0	23.0	no	29.0664287961545000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1140	1070	1140	1.00	1.00
261	0	0		0.00	white	271.0	507	3/5	310763	SHAWNEE_HIGH_SCHOOL	600.0	540.0		no	280.0092623805280000	NJ	1	1.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	0.00
263	1	0		0.00	white	72.0	386	1/5	395168	WEST_CHESTER_CHRISTIAN	560.0	560.0	26.0	no	232.3633823128400000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120	1190	1190	1.00	1.00
266	0	0		1.00	white	30.0	212	1/5	395396	BISHOP_MCDEVITT_HIGH_SC	530.0	540.0		no	254.0206332835190000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
271	0	0		0.00	white				394133	RADNOR_HIGH_SCHOOL	620.0	530.0		no	245.9193909284000000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
272	0	0		0.00	not_indicated				390295	CONESTOGA_HIGH_SCHOOL	590.0	560.0		no	235.1172132084430000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
280	1	0		1.00	white	55.0	262	2/5	395060	TRINITY_HIGH_SCHOOL	530.0	570.0	22.0	no	24.6382874659081000	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1100	1030	1100	1.00	1.00
283	1	0		1.00	white	48.0	219	2/5	390045	HAMPTON_HIGH_SCHOOL	610.0	700.0		no	6.5072717018393600	PA	2	0.00	0.00	1.00	0.00	0.00	1.00	1310		1310	1.00	1.00
286	0	1	U4	0.00	white	13.0	617	1/10	394965	UPPER_DARBY_HIGH_SCHOOL	680.0	670.0		yes	249.8259667048580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1350		1350	1.00	1.00
287	0	0		0.00	white	84.0	176	3/5	310050	RIDGE_HIGH_SCHOOL	590.0	530.0		no	283.8740917112780000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	0.00
288	0	1	U6	0.00	Asian	29.0	435	1/10	310417	EASTERN_SENIOR_HIGH_SCH	710.0	620.0		yes	266.9649568516660000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1330		1330	1.00	0.00
289	0	0		0.00	white				393480	SAINT_JOSEPHS_PREPARATO	580.0	550.0		no	250.2227817256480000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
290	0	0		1.00	white				395000	ACADEMY_OF_NOTRE_DAME_D	520.0	530.0		no	248.0733471290580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
292	1	0		0.00	white	52.0	254	1/5	395180	AVON_GROVE_HIGH_SCHOOL	630.0	470.0		no	225.6581651748270000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
295	0	1	U1	1.00	Asian	30.0	617	1/10	394965	UPPER_DARBY_HIGH_SCHOOL	590.0	650.0		yes	249.8259667048580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1240		1240	1.00	1.00
300	0	1	U1	1.00	black	28.0	233	1/5	393445	ROXBOROUGH_HIGH_SCHOOL	540.0	480.0		no	252.0288099866510000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	1.00	1.00
307	0	1	U4	0.00	white	41.0	623	1/10	233696	EISENHOWER_SENIOR_HIGH	620.0	530.0	23.0	no	223.2052328473820000	MI	0	0.00	0.00	0.00	0.00	0.00	0.00	1150	1070	1150	1.00	0.00
311	1	1	RL	0.00	black				333480	BRONX_HIGH_SCHOOL_OF_SC	670.0	650.0		yes	328.7238313863020000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1320		1320	1.00	0.00
313	0	0		0.00	white	9.0	384	1/10	390455	PLEASANT_VALLEY_HIGH_SC	580.0	510.0		no	238.8074018341000000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
319	1	1	U1	0.00	white	5.0	81	1/10	392060	KEYSTONE_JR_SR_HIGH_SCH	670.0	530.0		yes	58.6108874802894000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200		1200	1.00	1.00
320	0	1	U2	1.00	white				391470	MINING_AND_MECHANICAL_I	580.0	630.0	26.0	yes	218.9774168973750000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1210	1190	1210	1.00	1.00
321	0	1	RL	1.00	black	55.0	304	1/5	112010	WHEELER_HIGH_SCHOOL	610.0	700.0		yes	253.6486051303050000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1310		1310	1.00	1.00
323	0	0		0.00	white				335913	CLARKSTOWN_HIGH_SCHOOL	560.0	600.0		no	315.7128056532160000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	0.00
326	1	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	620.0	610.0		no	8.6184911845557500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	1.00
328	0	1	C4	1.00	white				392998	DELAWARE_COUNTY_CHRISTI	680.0	700.0		yes	246.3984104500080000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1380		1380	1.00	1.00
331	1	0		1.00	white	33.0	134	2/5	391810	STEEL_VALLEY_SR_HIGH_SC	500.0	440.0		no	4.3293749035595300	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	940		940	1.00	1.00
338	1	0		0.00	white	9.0	187	1/10	392095	LAMPETER_STRASBURG_HIGH	640.0	520.0		no	201.7979542936420000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	1.00
339	1	0		0.00	white	52.0	286	1/5	391785	WHITEHALL_HIGH_SCHOOL	570.0	570.0		no	234.7754968448560000	PA	1	0.00	1.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
347	0	0		1.00	white	54.0	200	2/5	391512	PINE_RICHLAND_HIGH_SCHO	450.0	580.0	22.0	no	12.5667002958527000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030	1030	1030	1.00	1.00
348	0	0		0.00	white	53.0	276	1/5	392705	RINGGOLD_HIGH_SCHOOL	540.0	620.0		no	17.3658768214303000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1160		1160	1.00	1.00
349	0	0		0.00	not_indicated	57.0	371	1/5	393280	CHELTENHAM_TOWNSHIP_HIG	580.0	570.0		no	248.0733471290580000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1150		1150	1.00	1.00
358	0	1	U6	0.00	white	1.0	526	1/10	362792	KETTERING_FAIRMONT_HIGH	640.0	650.0		yes	226.7439581993080000	OH	0	0.00	0.00	0.00	0.00	0.00	0.00	1290		1290	1.00	0.00
361	1	0		0.00	white	50.0	159	2/5	311578	JAMES_CALDWELL_HIGH_SCH	560.0	570.0		no	299.2435349240470000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	0.00
363	0	0		1.00	white	72.0	282	2/5	392835	FRANKLIN_REGIONAL_SR_HI	520.0	530.0		no	20.0122251458708000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
364	0	0		0.00	white	11.0	173	1/10	394500	HICKORY_HIGH_SCHOOL	660.0	510.0	25.0	no	60.4849515252860000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1170	1150	1170	1.00	1.00
365	0	0		0.00	white	76.0	351	2/5	393772	PLUM_SENIOR_HIGH_SCHOOL	610.0	500.0		no	14.2505244339505000	PA	2	0.00	1.00	1.00	0.00	0.00	0.00	1110		1110	1.00	1.00
366	0	1	U4	1.00	Asian				334775	BRIGHTON_HIGH_SCHOOL	660.0	610.0		no	222.2875752756190000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1270		1270	1.00	0.00
368	1	0		0.00	white	37.0	247	1/5	394715	STROUDSBURG_HIGH_SCHOOL	640.0	590.0		no	253.8676536136680000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1230		1230	1.00	1.00
370	0	0		1.00	white				331770	BUFFALO_ACAD_OF_SACRED	540.0	550.0	20.0	no	184.0947040755530000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1090	950	1090	1.00	0.00
372	0	0		0.00	white				391915	ABINGTON_FRIENDS_SCHOOL	690.0	630.0		no	256.2965026942230000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1320		1320	1.00	1.00
375	0	0		1.00	white	87.0	276	2/5	392705	RINGGOLD_HIGH_SCHOOL	500.0	470.0		no	17.3658768214303000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	970		970	1.00	1.00
378	1	0		1.00	white	157.0	451	2/5	392140	HEMPFIELD_HIGH_SCHOOL	510.0	570.0		no	188.4140206066940000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1080		1080	1.00	1.00
381	0	0		0.00	white	194.0	424	3/5	310223	CHERRY_HILL_HIGH_SCHOOL	530.0	550.0		no	266.2849411181400000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	0.00
383	1	0		0.00	white	96.0	217	3/5	390025	ALLENTOWN_CENTRAL_CATHO	610.0	490.0		no	240.2451040393700000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
384	1	0		0.00	white	64.0	307	2/5	390930	DALLASTOWN_AREA_HIGH_SC	640.0	560.0	23.0	no	178.9122882186430000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200	1070	1200	1.00	1.00
390	0	0		0.00	white	88.0	257	2/5	393925	TAYLOR_ALLDERDICE_HIGH	460.0	480.0		no	1.7545982345399600	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	940		940	1.00	1.00
396	0	0		0.00	white	53.0	258	1/5	392765	NORTH_POCONO_HIGH_SCHOO	570.0	530.0		no	239.3671499638540000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
397	1	0		1.00	white	59.0	131	3/5	395275	BISHOP_HOBAN_HIGH_SCHOO			23.0	no	215.7047792011100000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00		1070	1070	1.00	1.00
400	0	0		0.00	white	65.0	207	2/5	391545	SUSQUEHANNOCK_HIGH_SCHO	550.0	570.0		no	175.7042742763510000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1120		1120	1.00	1.00
404	0	0		1.00	white	59.0	215	2/5	390655	THOMAS_JEFFERSON_HIGH_S	560.0	490.0		no	6.9137346122598500	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1050		1050	1.00	1.00
407	0	0		1.00	white	245.0	825	2/5	392155	NORTH_PENN_HIGH_SCHOOL	610.0	530.0		no	246.0145417606680000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
408	0	1	U1	1.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	610.0	590.0	29.0	no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1200	1300	1300	1.00	1.00
409	0	0		1.00	white	130.0	594	2/5	394756	POCONO_MOUNTAIN_HIGH_SC	660.0	600.0		no	249.5444291247350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260		1260	1.00	1.00
410	0	0		1.00	white	32.0	347	1/10	394120	QUAKERTOWN_COMMUNITY_SR	590.0	510.0		no	242.3291052379480000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
414	0	0		0.00	white	33.0	131	2/5	391975	WESTMONT_HILLTOP_SR_HIG	600.0	610.0		no	54.1273663010138000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	1.00	1.00
417	1	0		1.00	white	71.0	281	2/5	392835	FRANKLIN_REGIONAL_SR_HI	620.0	520.0		no	14.2289464505682000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	1.00
420	0	0		1.00	white	286.0	716	2/5	391576	HEMPFIELD_AREA_SR_HIGH	680.0	570.0		no	23.6703951710898000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1250		1250	1.00	1.00
421	0	1	U4	1.00	white	1.0	78	1/10	392925	UNION_AREA_MIDDLE_HIGH	630.0	630.0	27.0	yes	42.8625755563260000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1260	1220	1260	1.00	1.00
422	0	1	U2	1.00	white	20.0	476	1/10	392140	HEMPFIELD_HIGH_SCHOOL	680.0	660.0		yes	193.5231707126210000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1340		1340	1.00	1.00
423	0	0		1.00	white	36.0	484	1/10	390020	WILLIAM_ALLEN_HIGH_SCHO	570.0	560.0		no	236.2908788587050000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
427	0	0		1.00	white	69.0	253	2/5	331385	CLARENCE_CENTRAL_HIGH_S	500.0	570.0	25.0	no	188.6093544075930000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1070	1150	1150	1.00	0.00
430	1	0		0.00	white	283.0	683	3/5	395415	PENNSBURY_HIGH_SCHOOL	630.0	520.0		no	271.0743839753350000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1150		1150	1.00	1.00
434	1	0		1.00	white	32.0	244	1/5	392635	DELAWARE_VALLEY_HIGH_SC	520.0	610.0		no	272.0869765539370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1130		1130	1.00	1.00
435	0	1	U1	1.00	Asian	36.0	617	1/10	394965	UPPER_DARBY_HIGH_SCHOOL	670.0	660.0		yes	249.8259667048580000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1330		1330	1.00	1.00
437	1	0		1.00	white	46.0	195	2/5	395162	BISHOP_SHANAHAN_HIGH_SC	470.0	430.0	19.0	no	225.6331378143130000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	900	910	910	1.00	1.00
442	1	0		1.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	580.0	600.0		no	8.6184911845557500	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
445	1	0		0.00	white	27.0	456	1/10	391550	SHALER_AREA_HIGH_SCHOOL	610.0	580.0		no	6.5072717018393600	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
448	0	1	C2	0.00	white	8.0	245	1/10	390042	HOPEWELL_SENIOR_HIGH_SC	730.0	630.0		yes	20.4799746130702000	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1360		1360	1.00	1.00
450	0	0		0.00	white	177.0	429	3/5	310367	MANALAPAN_HIGH_SCHOOL	690.0	650.0		no	296.4543476117230000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1340		1340	1.00	0.00
452	0	0		1.00	white	215.0	713	2/5	392145	NESHAMINY_HIGH_SCHOOL	520.0	510.0		no	262.9794711652640000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
453	1	1	U1	0.00	white	28.0	245	1/5	390042	HOPEWELL_SENIOR_HIGH_SC	590.0	650.0		yes	20.4799746130702000	PA	2	1.00	0.00	0.00	1.00	0.00	0.00	1240		1240	1.00	1.00
454	0	1	U2	1.00	white				390295	CONESTOGA_HIGH_SCHOOL	700.0	580.0		yes	241.6566057834700000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1280		1280	1.00	1.00
459	0	0		1.00	white				310283	EAST_BRUNSWICK_HIGH_SCH	620.0	520.0		no	292.0481601549650000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1140		1140	1.00	0.00
461	0	1	U1	0.00	white	47.0	295	1/5	395032	ARCHBISHOP_WOOD_HIGH_SC	690.0	620.0		no	256.4030779426410000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1310		1310	1.00	1.00
462	1	0		0.00	white	139.0	371	2/5	395164	EAST_SENIOR_HIGH_SCHOOL	490.0	540.0		no	233.2487987417140000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1030		1030	1.00	1.00
468	0	0		0.00	white	32.0	413	1/10	393659	WOODLAND_HILLS_HIGH_SCH	550.0	470.0		no	7.3213337130003200	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1020		1020	1.00	1.00
471	1	0		0.00	white	66.0	207	2/5	393145	PALMYRA_AREA_HIGH_SCHOO	610.0	570.0		no	177.6351728346600000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	1.00
474	0	0		0.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	610.0	460.0		no	13.0109493257888000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
479	0	0		0.00	white	44.0	642	1/10	393323	GEORGE_WASHINGTON_HIGH	530.0	520.0		no	261.3467736545100000	PA	1	0.00	0.00	0.00	1.00	0.00	0.00	1050		1050	1.00	1.00
483	0	0		1.00	white	119.0	611	1/5	390500	BUTLER_AREA_SR_HIGH_SCH	540.0	550.0		no	29.0664287961545000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
484	0	0		1.00	white				335435	SUFFERN_HIGH_SCHOOL	600.0	510.0		no	308.8534258141070000	NY	0	0.00	0.00	0.00	0.00	0.00	0.00	1110		1110	1.00	0.00
485	0	0		0.00	not_indicated				393901	SHADY_SIDE_ACADEMY	640.0	580.0		no	6.3857290525612600	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1220		1220	1.00	1.00
486	0	0		0.00	white	24.0	192	1/5	392958	BURRELL_HIGH_SCHOOL	520.0	540.0		no	14.2505244339505000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1060		1060	1.00	1.00
489	0	1	U4	1.00	white	37.0	209	1/5	310868	CLEARVIEW_REGIONAL_HIGH	560.0	600.0		no	256.1033010810120000	NJ	0	0.00	0.00	0.00	0.00	0.00	0.00	1160		1160	1.00	0.00
490	1	0		1.00	white	23.0	112	1/5	391905	JEANNETTE_SENIOR_HIGH_S	440.0	510.0		no	19.5800359840208000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	950		950	1.00	1.00
491	1	1	U6	1.00	white	77.0	408	1/5	100440	SATELLITE_HIGH_SCHOOL	690.0	630.0		yes	847.5042918979580000	FL	0	0.00	0.00	0.00	0.00	0.00	0.00	1320		1320	1.00	0.00
492	0	0		1.00	white				390295	CONESTOGA_HIGH_SCHOOL	580.0	510.0		no	237.7005300949610000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
495	1	0		0.00	white	154.0	451	2/5	392140	HEMPFIELD_HIGH_SCHOOL	610.0	490.0		no	193.5231707126210000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
496	0	0		0.00	white	111.0	290	2/5	390065	WISSAHICKON_HIGH_SCHOOL	600.0	490.0		no	251.1207056171550000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1090		1090	1.00	1.00
497	0	0		1.00	white	34.0	346	1/10	394040	PLYMOUTH_WHITEMARSH_HIG	530.0	520.0		no	248.9494950769370000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1050		1050	1.00	1.00
500	0	1	RL	1.00	black				210597	ELEANOR_ROOSEVELT_HIGH	710.0	500.0		yes	198.0172314983070000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1210		1210	1.00	0.00
511	0	0		0.00	black	39.0	506	1/10	393205	ABRAHAM_LINCOLN_HIGH_SC	560.0	430.0		no	251.7691713628090000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	990		990	1.00	1.00
512	0	1	U6	1.00	white				050718	CUPERTINO_HIGH_SCHOOL	670.0	660.0		yes	2254.9578114368200000	CA	0	0.00	0.00	0.00	0.00	0.00	0.00	1330		1330	1.00	0.00
513	0	0		0.00	Asian	117.0	906	1/5	392985	COUNCIL_ROCK_HIGH_SCHOO	640.0	650.0		yes	261.5405209521710000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1290		1290	1.00	1.00
515	0	1	U1	1.00	white				393745	NORTH_ALLEGHENY_SR_HIGH	590.0	620.0		no	13.0109493257888000	PA	3	1.00	0.00	1.00	0.00	0.00	1.00	1210		1210	1.00	1.00
517	1	0		1.00	white	37.0	249	1/5	472176	POTOMAC_FALLS_HIGH_SCHO	530.0	480.0		no	187.8269684552120000	DC	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	1.00	0.00
518	0	0		0.00	white	157.0	310	3/5	392865	MANHEIM_TOWNSHIP_HIGH_S	570.0	530.0		no	193.7816274026610000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1100		1100	1.00	1.00
523	1	0		0.00	white	47.0	193	2/5	391755	YOUGH_SENIOR_HIGH_SCHOO	550.0	530.0		no	16.5896169449687000	PA	1	1.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
524	0	0		0.00	white				210564	QUINCE_ORCHARD_HIGH_SCH	560.0	620.0		no	167.6357574785420000	MD	0	0.00	0.00	0.00	0.00	0.00	0.00	1180		1180	1.00	0.00
531	1	0		0.00	white	21.0	52	2/5	392205	LEECHBURG_AREA_HIGH_SCH	510.0	560.0		no	21.9733591764764000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1070		1070	1.00	1.00
533	0	0		1.00	white	30.0	259	1/5	395180	AVON_GROVE_HIGH_SCHOOL	610.0	520.0		no	225.6581651748270000	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1130		1130	1.00	1.00
537	0	0		1.00	white	8.0	74	1/10	392645	MILLERSBURG_AREA_HIGH_S	610.0	580.0		no	159.2416208439370000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1190		1190	1.00	1.00
538	0	0		1.00	white	25.0	457	1/10	391550	SHALER_AREA_HIGH_SCHOOL	610.0	540.0		no	6.5072717018393600	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1150		1150	1.00	1.00
542	1	0		1.00	Asian				393730	MOUNT_LEBANON_HIGH_SCHO	600.0	600.0		no	6.8505915489159400	PA	1	0.00	0.00	0.00	0.00	0.00	1.00	1200		1200	1.00	1.00
544	0	0		1.00	white	67.0	239	2/5	393268	CARDINAL_DOUGHERTY_HIGH	520.0	520.0		no	256.7355481919100000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1040		1040	1.00	1.00
553	0	0		0.00	white				394365	KISKI_SCHOOL	630.0	570.0		no	14.2289464505682000	PA	1	0.00	0.00	1.00	0.00	0.00	0.00	1200		1200	1.00	1.00
556	1	1	U2	0.00	white	30.0	306	1/10	391795	HOLLIDAYSBURG_AREA_SR_H	740.0	600.0		yes	83.4826264706037000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1340		1340	1.00	1.00
563	0	0		1.00	white	61.0	167	2/5	393163	CAMBRIA_HEIGHTS_HIGH_SC	490.0	520.0		no	67.5433836753334000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1010		1010	1.00	1.00
568	1	0		0.00	white	53.0	163	2/5	394500	HICKORY_HIGH_SCHOOL	520.0	560.0		no	60.4849515252860000	PA	0	0.00	0.00	0.00	0.00	0.00	0.00	1080		1080	1.00	1.00
